,Unnamed: 0,isim,Aciklama,Dil,Star,Fork,Lisans
1180,1180,nel-reporter-java,Network Error Logging (NEL) Java Reporter,Java,8,2,Apache-2.0
1181,1181,midi-dump-tools,A collection of tools that dump MIDI to a variety of formats,C,20,11,Apache-2.0
1182,1182,ahdlc,Açıklama yok,C,8,2,Apache-2.0
1183,1183,aperture_supervision,Açıklama yok,Python,15,6,Apache-2.0
1184,1184,samba-documents-provider,Access network file shares directly from the Android Downloads/Files app,Java,380,89,GPL-3.0
1185,1185,dcm-trix-addon,Açıklama yok,JavaScript,2,2,Apache-2.0
1186,1186,YetAnotherChatApp,Açıklama yok,Java,6,8,Apache-2.0
1187,1187,makerspace-lipo-charger,Açıklama yok,Makefile,3,2,CC-BY-4.0
1188,1188,grittibanzli,Açıklama yok,C++,10,2,Apache-2.0
1189,1189,ds-trix-addon,Açıklama yok,JavaScript,10,9,Apache-2.0
1190,1190,testimony,Açıklama yok,Go,77,18,Apache-2.0
1191,1191,RED,RED - Regularization by Denoising,MATLAB,60,28,Apache-2.0
1192,1192,hat-backup,Backend-agnostic snapshotting backup system,Rust,240,29,Lisans yok
1193,1193,angular-sticky-element,Açıklama yok,TypeScript,18,6,Apache-2.0
1194,1194,vae-seq,Variational Auto-Encoders in a Sequential Setting.,Python,127,22,Apache-2.0
1195,1195,percy-node,Utilities for visual regression testing in node based testing setups (like Protractor) for use with percy.io,JavaScript,14,9,MIT
1196,1196,cartoonset,Code for the Cartoon Set webpage.,HTML,5,4,Apache-2.0
1197,1197,cloud-cup,Açıklama yok,JavaScript,18,8,MIT
1198,1198,cloud-cup-android,Firebase Android client of the a multi device game,Java,40,29,Apache-2.0
1199,1199,fest,Açıklama yok,Dil yok,5,6,Lisans yok
1200,1200,decoupled_gaussian_process,Açıklama yok,Python,12,4,Apache-2.0
1201,1201,safevarargs,Açıklama yok,Dil yok,4,9,Lisans yok
1202,1202,har-sanitizer,Açıklama yok,Python,16,4,Apache-2.0
1203,1203,password-alert,A Chrome Extension to help protect against phishing attacks.,JavaScript,236,76,Apache-2.0
1204,1204,opentest,Açıklama yok,0,0,1,Lisans yok
1205,1205,jsontoken,Automatically exported from code.google.com/p/jsontoken,Java,11,14,Lisans yok
1206,1206,resumable-assert,Assert replacement to continue execution in debugger,C,145,4,Apache-2.0
1207,1207,ruby-openid-apps-discovery,Açıklama yok,Ruby,33,18,Lisans yok
1208,1208,guice-aqueduct,Guice binder to configure Chained instances to form a pipeline,Java,8,2,Apache-2.0
1209,1209,encrypted-bigquery-client,An experimental version of the BQ client which adds client-side encryption,Python,153,29,Apache-2.0
1210,1210,depan,"DepAn is a direct manipulation tool for visualization, analysis, and refactoring of dependencies in large applications.",Java,75,21,Apache-2.0
1211,1211,rbe-integration-test,Açıklama yok,Python,2,2,Apache-2.0
1212,1212,chained-promise,Functional programming tools for recurring promises,TypeScript,48,11,Apache-2.0
1213,1213,synergyfinderengineered,Açıklama yok,R,4,1,MIT
1214,1214,account-provisioning-for-google-apps,Açıklama yok,Java,46,22,Apache-2.0
1215,1215,jarjar,Açıklama yok,Java,26,5,Apache-2.0
1216,1216,amp-client-id-library,Açıklama yok,JavaScript,4,13,Apache-2.0
1217,1217,go-trace,Açıklama yok,Go,22,4,Apache-2.0
1218,1218,hell0world-curriculum,Curriculum for hell0world.org classes,HTML,4,4,Apache-2.0
1219,1219,intelligent_annotation_dialogs,Açıklama yok,Jupyter Notebook,25,5,Apache-2.0
1220,1220,git-sync-changes,Collaborative editing for git repositories,Shell,17,5,Apache-2.0
1221,1221,cornerstoneMath,Math and computation geometry functionality for cornerstone,JavaScript,3,36,MIT
1222,1222,burst-denoising,Açıklama yok,Python,194,43,Apache-2.0
1223,1223,google-input-tools,Açıklama yok,JavaScript,165,102,Apache-2.0
1224,1224,generativemloncloud,Açıklama yok,Python,41,15,Lisans yok
1225,1225,aiyprojects-deeplearn-tensorflow,A TensorFlow integration for deeplearn.js which allows to load tensorflow checkpoint files directly.,TypeScript,33,7,Apache-2.0
1226,1226,tensorflow-tools,A collection of manipulation tools for TensorFlow data.,JavaScript,14,6,Apache-2.0
1227,1227,hugeml,Açıklama yok,0,0,4,Lisans yok
1228,1228,coq-bpf,Coq BPF interpreter,Coq,6,2,Apache-2.0
1229,1229,pinotify,Açıklama yok,Java,2,3,Apache-2.0
1230,1230,CallBuilder,Make a Java builder by defining one function.,Java,89,25,Apache-2.0
1231,1231,catnip,Catnip Sandbox,Python,20,7,Apache-2.0
1232,1232,yaricv32,Açıklama yok,Verilog,4,4,Apache-2.0
1233,1233,unigem-objective-c,"Unicode Gems, a Mac app, an iOS app, and an iOS keyboard for letter-like unicode.",Objective-C,14,5,Apache-2.0
1234,1234,speech_style_transfer,Açıklama yok,HTML,1,4,Apache-2.0
1235,1235,perf_api.dart,Açıklama yok,Dart,5,16,Apache-2.0
1236,1236,golden,Açıklama yok,Go,13,3,Apache-2.0
1237,1237,latency-benchmark,Tests web browser input latency and jank,C,437,42,Apache-2.0
1238,1238,joint_vae,Code to build VAE models that are jointly conditioned.,OpenEdge ABL,28,8,Apache-2.0
1239,1239,stumblybot,Simple robot that executes voice commands through Google Assistant.,Python,18,7,Apache-2.0
1240,1240,mt,"Modern, minimalist, minty-fresh terminal",C++,43,12,MIT
1241,1241,cornerstoneWebImageLoader,"Cornerstone Image Loader for Web Images (PNG, JPEG)",JavaScript,1,27,MIT
1242,1242,prochlo,Açıklama yok,C++,20,9,Apache-2.0
1243,1243,ipaddr-py,Google's Python IP address manipulation library,Python,172,61,Apache-2.0
1244,1244,clif,Wrapper generator foundation to wrap C++ for Python and other languages using LLVM.,C++,778,97,Apache-2.0
1245,1245,streamy-dart,Açıklama yok,Dart,61,32,Apache-2.0
1246,1246,dicomParser,JavaScript parser for DICOM Part 10 data,JavaScript,2,149,MIT
1247,1247,concourse-resources,Resources for Concourse,Go,18,8,Lisans yok
1248,1248,wasserstein-dist,tensorflow implementation of the Wasserstein (aka optimal transport) distance,Python,37,11,Apache-2.0
1249,1249,web-bsd-hunt,"Port of the networked real-time multi-player 2D maze war BSD game ""Hunt"" to Google App Engine and modern web browsers",Go,31,10,Apache-2.0
1250,1250,vulkan-cpp-library,Açıklama yok,C++,227,26,Apache-2.0
1251,1251,bbcpu,Açıklama yok,Verilog,4,6,Apache-2.0
1252,1252,dev-on-chromeos-gce-setup,Açıklama yok,Shell,2,4,Apache-2.0
1253,1253,pbvi,Açıklama yok,Python,2,6,Apache-2.0
1254,1254,capture-thread,"Lock-free framework for loggers, tracers, and mockers in multithreaded C++ programs.",C++,82,28,Apache-2.0
1255,1255,go-intervals,"A golang library for set operations on intervals, such as time ranges.",Go,82,10,Apache-2.0
1256,1256,cityhash,Automatically exported from code.google.com/p/cityhash,Shell,611,120,Lisans yok
1257,1257,safe-html-types,Security contract types,Java,43,9,Apache-2.0
1258,1258,pblog,"Pblog is a small, low overhead, structured logging library",C,21,10,Lisans yok
1259,1259,text2text,Açıklama yok,Python,47,15,Apache-2.0
1260,1260,ce-open-data-set,Açıklama yok,Dil yok,4,13,Lisans yok
1261,1261,hana-bq-beam-connector,An Apache Beam pipeline used to sync data from SAP Hana to Google BigQuery.,Dil yok,1,7,Lisans yok
1262,1262,voice-iot-maker-demo,Google Actions + Particle Photon (via Dialogflow),JavaScript,61,22,Apache-2.0
1263,1263,terminal-app-function-keys,Terminal.app configuration handling Fn keys right,Python,59,16,Apache-2.0
1264,1264,FakeMaker,Devtool ext. to create DOM 'fake' for JS benchmarks,JavaScript,17,13,BSD-3-Clause
1265,1265,genomics-protos,Açıklama yok,Python,5,4,Apache-2.0
1266,1266,clicktrackers-panel,Açıklama yok,Python,2,4,Apache-2.0
1267,1267,dotty,Açıklama yok,Python,44,13,Apache-2.0
1268,1268,python-gflags,Python implementation of the Google commandline flags module.,Python,177,59,BSD-3-Clause
1269,1269,yara-procdump-python,A Python extension to wrap the Yara process memory access API.,C,6,4,Apache-2.0
1270,1270,streaming_hdp,Açıklama yok,Go,1,4,Apache-2.0
1271,1271,coursebuilder-android-container-module,Açıklama yok,Python,16,10,Apache-2.0
1272,1272,fscryptctl,Small C tool for Linux filesystem encryption,C,44,18,Apache-2.0
1273,1273,sync3k-server,Açıklama yok,Scala,14,5,Apache-2.0
1274,1274,tern-closure,A Tern plugin adding Closure support.,JavaScript,32,14,Apache-2.0
1275,1275,helm-broker,Açıklama yok,Go,33,9,Apache-2.0
1276,1276,amt-forensics,Retrieve Intel AMT's Audit Log from a Linux machine without knowing the admin user's password.,Python,34,4,Apache-2.0
1277,1277,ndash,Açıklama yok,C++,34,11,Apache-2.0
1278,1278,VRD,Açıklama yok,Python,4,3,Apache-2.0
1279,1279,sync3k-client,Açıklama yok,TypeScript,12,5,Apache-2.0
1280,1280,gulava,Relational programming library for Java.,Java,34,11,MIT
1281,1281,acme,A simple ACME command line tool without 3rd party deps!,Go,364,48,Apache-2.0
1282,1282,dart-sync-webdriver,WebDriver API for Dart,Dart,18,19,Apache-2.0
1283,1283,dart-sync-socket,A Dart VM Native Extension and supporting Dart libraries that provide synchronous socket and HTTP client support.,Dart,20,24,Apache-2.0
1284,1284,Legilimency,Açıklama yok,Python,98,12,Apache-2.0
1285,1285,mipsqa,Açıklama yok,Python,24,6,Apache-2.0
1286,1286,argtail-check,Açıklama yok,Go,2,3,Apache-2.0
1287,1287,devicehub,Açıklama yok,Java,7,7,Apache-2.0
1288,1288,gtd-txt,Getting Things Done in plain text,Shell,13,3,Apache-2.0
1289,1289,bitutils,scripts to ease working with binary numbers,Python,8,6,Apache-2.0
1290,1290,sonic-midi,Plays melodies in SonicPi while converting them to MIDI,Ruby,7,4,Apache-2.0
1291,1291,gumbel_sinkhorn,Açıklama yok,Python,45,15,Apache-2.0
1292,1292,arc-xcode-test-engine,An Xcode test engine for use with Phabricator's arc command line tool.,PHP,30,11,Apache-2.0
1293,1293,verilogpp,Açıklama yok,Perl,3,4,Apache-2.0
1294,1294,shell-encryption,Açıklama yok,C++,19,10,Apache-2.0
1295,1295,energystrategies,Açıklama yok,TypeScript,9,5,Apache-2.0
1296,1296,marmot,Marmot workflow execution engine,Go,164,8,Apache-2.0
1297,1297,clojure-turtle,A Clojure library that implements the Logo programming language in a Clojure context,Clojure,395,33,Apache-2.0
1298,1298,hdrnet,"An implementation of 'Deep Bilateral Learning for Real-Time Image Enhancement', SIGGRAPH 2017",Python,361,215,Apache-2.0
1299,1299,dev-on-chromeos-che,Açıklama yok,Dil yok,1,3,Lisans yok
1300,1300,dev-on-chromeos-openvpn,Açıklama yok,Shell,6,6,Apache-2.0
1301,1301,keytransparency-java,The Java Client for Key Transparency,Java,3,5,Apache-2.0
1302,1302,jacs,Açıklama yok,Python,11,11,Apache-2.0
1303,1303,bocado,Açıklama yok,Python,4,7,Apache-2.0
1304,1304,anvil-build,A parallel build system and content pipeline,Python,50,18,Lisans yok
1305,1305,river,Açıklama yok,0,0,2,Lisans yok
1306,1306,trix-auto-complete,Plugin for autocomplete using trix editor,JavaScript,7,3,Apache-2.0
1307,1307,MAB,R package for Multi-Armed Bandit Simulation Study,R,24,9,Apache-2.0
1308,1308,devtools-driver,Açıklama yok,Java,9,6,Apache-2.0
1309,1309,maps-for-work-samples,Açıklama yok,Dil yok,115,151,Lisans yok
1310,1310,ios-device-control,Açıklama yok,Java,25,4,Apache-2.0
1311,1311,idris-protobuf,A partial implementation of Protocol Buffers in Idris,Idris,24,5,Apache-2.0
1312,1312,energysimulation,Açıklama yok,Jupyter Notebook,55,11,Lisans yok
1313,1313,pyrios,Açıklama yok,Go,46,20,Apache-2.0
1314,1314,ndprbrd,NDP Routing Bridge Daemon,C++,29,12,Apache-2.0
1315,1315,thread-weaver,A Java framework for testing multithreaded code.,Java,241,51,Apache-2.0
1316,1316,cwd_jmp,Açıklama yok,Shell,4,4,Apache-2.0
1317,1317,kratu,Açıklama yok,JavaScript,280,32,Apache-2.0
1318,1318,codeu_coding_assessment_b_2017,This project allows students to demonstrate their coding skills by implementing a component of a larger system.,Java,5,56,Apache-2.0
1319,1319,coverage,Açıklama yok,Emacs Lisp,20,8,Apache-2.0
1320,1320,jscin,Automatically exported from code.google.com/p/jscin,JavaScript,28,14,Apache-2.0
1321,1321,ts-gulp,Açıklama yok,0,0,1,Lisans yok
1322,1322,asset-check,Check your .well-known/assetlinks.json file on the cli,JavaScript,17,6,Apache-2.0
1323,1323,git-annex-external-gcs,Açıklama yok,0,0,1,Lisans yok
1324,1324,makerspace-emonth,Açıklama yok,KiCad Layout,3,5,CC-BY-4.0
1325,1325,paper-gui,A clone of dat.GUI using nice Polymer paper elements.,HTML,25,18,Apache-2.0
1326,1326,prettytensor,Pretty Tensor: Fluent Networks in TensorFlow,Python,"1,230",143,Apache-2.0
1327,1327,testrunner-rosemary,Açıklama yok,Java,1,5,Apache-2.0
1328,1328,spline,A sample app that demonstrates Android's data binding library in the context of a vector drawing application.,Java,22,11,Apache-2.0
1329,1329,creatism,Açıklama yok,HTML,24,12,Lisans yok
1330,1330,mockable_filesystem.dart,Utility library that can be used to write code that can in turn be tested with mocked files and directories.,Dart,9,14,Lisans yok
1331,1331,okay,Açıklama yok,Go,14,5,Lisans yok
1332,1332,vmregistry,VM Registry — manage and provision your VMs,Go,16,10,Apache-2.0
1333,1333,metaserver,EC2/NoColud-compatible metadata server,Go,4,5,Apache-2.0
1334,1334,microdhcpd,DHCP server that talks GRPC,Go,7,4,Apache-2.0
1335,1335,pubkeystore,SSH Pubkey Registry,Go,17,4,Apache-2.0
1336,1336,unimorph,Açıklama yok,HTML,16,5,Lisans yok
1337,1337,GL-Shader-Validator,Açıklama yok,Python,32,11,Lisans yok
1338,1338,light-my-piano,Teaches you to play the piano by lighting up the piano key you need to press,Python,60,15,Apache-2.0
1339,1339,jsaction,JsAction is a small event delegation library that decouples event binding from the code that can handle the event.,JavaScript,867,60,Apache-2.0
1340,1340,grr_go_client,Açıklama yok,Go,2,5,Apache-2.0
1341,1341,fury,Açıklama yok,Go,29,6,Apache-2.0
1342,1342,gsa-admin-toolkit,Tools for common Google Search Appliance (GSA) administrative tasks,Python,36,38,Lisans yok
1343,1343,ubntools,Tools to do fun things with ubiquity gear,Go,13,6,Apache-2.0
1344,1344,grr_go_api_client,Açıklama yok,Go,2,3,Apache-2.0
1345,1345,rttcp,Açıklama yok,Python,11,8,Apache-2.0
1346,1346,huproxy,Açıklama yok,Go,203,21,Apache-2.0
1347,1347,arithmancer,Logarithmic Market Scoring Rule Prediction Market,Python,42,23,Apache-2.0
1348,1348,calblink,Blink(1) monitor for Google Calendar,Go,21,10,Apache-2.0
1349,1349,functions-demo,Açıklama yok,JavaScript,1,7,Apache-2.0
1350,1350,librato.dart,A Dart library to upload metrics data to librato.com.,Dart,2,5,BSD-3-Clause
1351,1351,infra-structured-map,Açıklama yok,Java,3,6,Lisans yok
1352,1352,packet-queue,Açıklama yok,Python,25,10,Apache-2.0
1353,1353,easybundler,A code generator for Android Bundles,Java,49,15,Apache-2.0
1354,1354,chkstream,Checked exception support in Java 8 streams via decorator.,Python,14,6,GPL-2.0
1355,1355,glmmplus,Açıklama yok,R,7,7,Apache-2.0
1356,1356,cluster-scheduler-simulator,Automatically exported from code.google.com/p/cluster-scheduler-simulator,Scala,117,52,BSD-3-Clause
1357,1357,codeu_coding_assessment_2017,This project allows students to demonstrate their coding skills before entering CodeU. Students will complete this JSON-lite object and JSON-lite parser.,Java,5,108,Apache-2.0
1358,1358,address-geocoder-js,Açıklama yok,HTML,4,9,Apache-2.0
1359,1359,classp,Classp -- a classier way to parse,Bison,168,18,Apache-2.0
1360,1360,xmpmeta,Açıklama yok,C++,13,10,Apache-2.0
1361,1361,amp-pwa-demo,"A simple, dependency-free blog that uses a Progressive Web App (PWA) to show Accellerated Mobile Pages (AMP).",JavaScript,95,32,Apache-2.0
1362,1362,Zhi,Interactive LaTeX Paper Writing in Google Drive,Python,24,10,Apache-2.0
1363,1363,agata,A simple UI layer for visualizing Google Analytics v4 hits on Android apps,JavaScript,6,7,Apache-2.0
1364,1364,prerender-test,Açıklama yok,JavaScript,12,11,Apache-2.0
1365,1365,audit-normalmap,Açıklama yok,C,6,6,Apache-2.0
1366,1366,varstruct,Açıklama yok,C++,17,10,Apache-2.0
1367,1367,emre,Açıklama yok,C++,5,5,Apache-2.0
1368,1368,google-apputils,Please use https://github.com/abseil/abseil-py instead. This was auto-exported from code.google.com/p/google-apputils-python,Python,29,22,Apache-2.0
1369,1369,simple-reinforcement-learning,Açıklama yok,Python,51,21,Apache-2.0
1370,1370,homebrew-google-authenticator,Açıklama yok,Ruby,23,11,Apache-2.0
1371,1371,request-test,Açıklama yok,Python,3,5,Apache-2.0
1372,1372,beautiful-audio-editor,An experimental audio editor that runs on JavaScript and the Web Audio API.,JavaScript,52,18,Apache-2.0
1373,1373,voyager,"Voyager is a Chrome app designed to connect learners with educational, inspirational, and aspirational content from around the world.",JavaScript,8,9,Apache-2.0
1374,1374,blockly-repo,Açıklama yok,Dil yok,4,6,Lisans yok
1375,1375,pindrop,C++ cross-platform game audio library,C++,122,26,Apache-2.0
1376,1376,bgu,Açıklama yok,C++,86,28,Apache-2.0
1377,1377,goldfinch,Açıklama yok,Dil yok,49,13,Lisans yok
1378,1378,scene_lab,Embedded World Editor Library for Game Developers,C++,52,15,Apache-2.0
1379,1379,breadboard,C++ graph based event system,C++,98,21,Apache-2.0
1380,1380,corgi,C++ entity-component system,C++,222,33,Apache-2.0
1381,1381,dropzone-polyfill,Polyfill for the removed HTML5 dropzone attribute,HTML,2,5,Apache-2.0
1382,1382,ot-crdt-papers,Açıklama yok,JavaScript,205,27,Apache-2.0
1383,1383,easypki,Creating a certificate authority the easy way,Go,496,82,Apache-2.0
1384,1384,windowtester,Automatically exported from code.google.com/p/windowtester,Java,14,19,Lisans yok
1385,1385,fpc,FPC calculates information to be used in fixed-point integer calculations,C,21,5,Apache-2.0
1386,1386,fchan-go,Experimental channel implementation,Go,314,18,Apache-2.0
1387,1387,ngx_token_binding,NGINX module for Token Binding,C,37,15,Apache-2.0
1388,1388,xdelta3-decoder-js,Açıklama yok,C,9,5,Apache-2.0
1389,1389,appengine-phabricator,Image for running Phabricator on App Engine,Shell,16,10,Apache-2.0
1390,1390,cpp-frp,Static functional reactive programming in C++14,C++,44,15,Apache-2.0
1391,1391,gtm-http-fetcher,Google Toolbox for Mac - HTTP Fetcher,Objective-C,54,26,Apache-2.0
1392,1392,yang_vocoder,Açıklama yok,MATLAB,86,28,Apache-2.0
1393,1393,keystone,A software architectural modeling tool for programmers.,Elm,23,6,Apache-2.0
1394,1394,adapt-googleanalytics,Açıklama yok,JavaScript,3,6,Lisans yok
1395,1395,brailleback,Açıklama yok,Java,21,20,Apache-2.0
1396,1396,deepboost,Açıklama yok,C++,151,58,Apache-2.0
1397,1397,mcic-coco,Açıklama yok,Dil yok,19,9,Lisans yok
1398,1398,readahead,readahead is a package that provides readers that enable concurrent reads from seekable or compressed files,Go,126,6,Apache-2.0
1399,1399,source_transformer.dart,Patterns for easily re-writing source code,Dart,6,5,BSD-3-Clause
1400,1400,mcafp,Açıklama yok,Python,38,13,Apache-2.0
1401,1401,gtm-oauth,Google Toolbox for Mac - OAuth Controllers,Objective-C,20,26,Apache-2.0
1402,1402,morphie,A tool for data analysis with graphs.,C++,22,10,Apache-2.0
1403,1403,libgep,"Generic, Protobuf-Based Client-Server Protocol",C++,43,19,Apache-2.0
1404,1404,smilesparser,Açıklama yok,Python,10,7,Apache-2.0
1405,1405,squidwarden,Frontend to squid to manage ACLs,Go,49,9,Apache-2.0
1406,1406,built_json.dart,"Deleted, use built_value instead.",BSD-3-Clause,16,10,Lisans yok
1407,1407,conferenceDB,Açıklama yok,HTML,6,7,Apache-2.0
1408,1408,indexable-pwa-samples,A sample ExpressJS PWA that explores and demonstrates the best practices for implementing a PWA in regards to indexability of content.,JavaScript,50,16,Apache-2.0
1409,1409,enum_class.dart,"Deleted, use built_value instead.",BSD-3-Clause,12,10,Lisans yok
1410,1410,sass_generator,Açıklama yok,0,0,2,Lisans yok
1411,1411,vpn-reverse-tether,"VPN-based USB ""reverse tether""",C,135,56,Apache-2.0
1412,1412,protocall,protocall is an experimental programming language,Python,7,6,Apache-2.0
1413,1413,transliteration,Transliteration data and models,Dil yok,29,19,Lisans yok
1414,1414,power-traces,Açıklama yok,Protocol Buffer,5,6,CC-BY-4.0
1415,1415,indexed-db-as-promised,"A thin wrapper around IndexedDB, making it much more pleasant",JavaScript,19,5,Apache-2.0
1416,1416,gotrace,Açıklama yok,0,0,19,Lisans yok
1417,1417,cxx-std-draft,C++ standards drafts,TeX,43,566,Lisans yok
1418,1418,cameraraw,Açıklama yok,Go,19,7,BSD-3-Clause
1419,1419,everythingisconnected,A Wikidata puzzle game,JavaScript,11,5,Apache-2.0
1420,1420,libkml,Reference implementation of OGC KML 2.2,C++,66,56,Lisans yok
1421,1421,martian-java,Configure a Martian Proxy from Java,Java,7,8,Apache-2.0
1422,1422,geovelo,Açıklama yok,JavaScript,35,15,Apache-2.0
1423,1423,gfw-toolkit,Enterprise command-line scripts and samples for Google Apps Admin SDK.,Python,27,16,Apache-2.0
1424,1424,googleapps-message-recall,Açıklama yok,Python,15,18,Apache-2.0
1425,1425,macops-MOMenu,MOMenu is a statusbar item with a plug-in architecture.,Objective-C,42,9,Apache-2.0
1426,1426,dart2java,Açıklama yok,Java,41,10,Apache-2.0
1427,1427,param_runner,Açıklama yok,Shell,2,4,Apache-2.0
1428,1428,gde-speakersbureau,Açıklama yok,JavaScript,4,8,Lisans yok
1429,1429,AppUpdateTrackerLib,Açıklama yok,Java,5,8,Apache-2.0
1430,1430,rustcxx,rustcxx: Using C++ from Rust made easy,Rust,420,16,Apache-2.0
1431,1431,dualhttp,"Render your page with cached data, then fetch up-to-date data from server and update the page.",JavaScript,16,6,Apache-2.0
1432,1432,go-webdav,Açıklama yok,Go,49,15,Lisans yok
1433,1433,dorusu-js,This repository is no longer maintained. Please see https://github.com/grpc/grpc-node which is now aims to provide a pure js gRPC library as well.,JavaScript,38,15,BSD-3-Clause
1434,1434,font-go,Açıklama yok,Go,44,3,Apache-2.0
1435,1435,identity-toolkit-go-client,Google identity Toolkit client library for Go,Go,54,18,Apache-2.0
1436,1436,dynamex-proto,Açıklama yok,Protocol Buffer,3,4,Apache-2.0
1437,1437,auto-common,Açıklama yok,0,0,2,Lisans yok
1438,1438,auto-service,Açıklama yok,0,0,2,Lisans yok
1439,1439,auto-factory,Açıklama yok,0,0,2,Lisans yok
1440,1440,prudaq,PRUDAQ is an open source 40MSPS (megasamples per second) Data Acquisition board for the Beaglebone Black/Green,Eagle,106,27,Apache-2.0
1441,1441,realtime-help,Açıklama yok,Python,19,12,Apache-2.0
1442,1442,pepper.js,Pepper applications as Native Client or JavaScript,JavaScript,324,51,Lisans yok
1443,1443,instant-hangouts,Easily add Google+ Hangouts to any web page.,JavaScript,189,50,Apache-2.0
1444,1444,LiquidFunPaint,Açıklama yok,Java,141,53,Apache-2.0
1445,1445,easy-gwt-mock,An EasyMock-like Mocking Framework for Google Web Toolkit,Java,10,7,Apache-2.0
1446,1446,gofountain,Açıklama yok,Go,84,16,Apache-2.0
1447,1447,VoltAir,Açıklama yok,C++,304,89,Apache-2.0
1448,1448,bzip2-rpc,Experiments in converting bzip2 API to be RPC-based,C,10,11,Lisans yok
1449,1449,gipfeli,Açıklama yok,C++,97,17,Lisans yok
1450,1450,go-circuits,Açıklama yok,Go,14,5,Apache-2.0
1451,1451,rpki-mgmt,Açıklama yok,Puppet,3,8,Apache-2.0
1452,1452,simplecfg,Simple CFG module for ExtendJ,Java,7,8,Apache-2.0
1453,1453,maketrace,Açıklama yok,C++,18,10,Apache-2.0
1454,1454,Chrome.Docs,"Temporary documentation for developer features in the Chrome beta, canary, and dev channels.",JavaScript,22,8,Apache-2.0
1455,1455,bluesky-watchface,Açıklama yok,C,8,5,Apache-2.0
1456,1456,slowfs,A FUSE filesystem written in Go to simulate physical media for testing purposes,Go,42,6,Apache-2.0
1457,1457,arc-jazzy-linter,A jazzy linter for use with Phabricator's arc command line tool.,PHP,14,6,Apache-2.0
1458,1458,merge_pyi,Açıklama yok,Python,11,7,Apache-2.0
1459,1459,drone-firebase,Drone plugin to deploy a project to Firebase.,Go,8,13,Apache-2.0
1460,1460,cncmicroscope-cad,"CNC MIcroscope CAD files. This is not an official Google product (experimental or otherwise), it is just code that happens to be owned by Google.”",OpenSCAD,12,7,Lisans yok
1461,1461,access-bridge-explorer,Explore accessibility tree of Java Access Bridge enabled applications,C#,53,24,Apache-2.0
1462,1462,gitwf,Açıklama yok,0,0,1,Lisans yok
1463,1463,openssl-tests,Running BoringSSL tests against OpenSSL,Makefile,9,12,Apache-2.0
1464,1464,rfmt,R source code formatter,Python,70,15,Apache-2.0
1465,1465,arc-proselint,A proselint linter for use with Phabricator's arc command line tool.,PHP,9,7,Apache-2.0
1466,1466,channel-id-enclave,Stores Chromium Channel ID private keys in an Intel SGX enclave.,Dil yok,25,9,Lisans yok
1467,1467,generator-goro,Açıklama yok,JavaScript,21,9,Apache-2.0
1468,1468,xpaf,Açıklama yok,C++,111,49,Apache-2.0
1469,1469,google-empty-test-module,Açıklama yok,0,0,1,Lisans yok
1470,1470,cloud-reporting,Açıklama yok,Java,6,7,Apache-2.0
1471,1471,reagera,"Minimal implementation of predictable state in Java, inspired by Elm and Redux.",Java,10,4,Apache-2.0
1472,1472,py-decorators-tutorial,Açıklama yok,Jupyter Notebook,22,10,Apache-2.0
1473,1473,identity-toolkit-node-client,Google Identity Toolkit client library for Node.js,JavaScript,26,18,Apache-2.0
1474,1474,GOS-conventions,A convention for Objective-C libraries.,Shell,4,9,Apache-2.0
1475,1475,identity-toolkit-java-client,Google Identity Toolkit client library for Java,Java,33,32,Apache-2.0
1476,1476,jalic,Açıklama yok,C,9,7,Lisans yok
1477,1477,arc-regex-line-length-linter,A configurable line length linter for use with Phabricator's arc command line tool.,PHP,4,4,Apache-2.0
1478,1478,android-arscblamer,"ArscBlamer is a command-line tool that can parse an Android app's resources.arsc file and extract useful, actionable information about its contents",Java,681,66,Apache-2.0
1479,1479,identity-toolkit-ruby-client,Google Identity Toolkit client library for Ruby,Ruby,8,10,Apache-2.0
1480,1480,qrisp,Açıklama yok,C++,8,8,Apache-2.0
1481,1481,file-system-stress-testing,A tool that can be used to stress test POSIX filesystems.,C,62,20,Apache-2.0
1482,1482,linux-sensor,Açıklama yok,C,25,12,GPL-2.0
1483,1483,multibox,Açıklama yok,Dil yok,306,102,Lisans yok
1484,1484,offline-content-packager,"**This is not an official Google product.** - Nkata is the Nigerian Igbo word for ""basket"". This is a content packaging tool, a configurable script that takes inputed media such as text and video, creates HTML shell pages around them, and bundles them into a navigable web-like experience with an index for use in an education setting without an I…",Dil yok,26,23,Lisans yok
1485,1485,crush-tools,Automatically exported from code.google.com/p/crush-tools,Shell,127,22,Apache-2.0
1486,1486,tcpauth,Açıklama yok,C,30,21,Apache-2.0
1487,1487,flutter-data,Açıklama yok,Dart,6,4,BSD-3-Clause
1488,1488,resolver-library,Automatically exported from code.google.com/p/resolver-library,Python,5,6,Lisans yok
1489,1489,hops,Automatically exported from code.google.com/p/hops,C++,4,8,Apache-2.0
1490,1490,kythe-cloud9,A kythe plugin for cloud9 IDE.,JavaScript,4,3,Apache-2.0
1491,1491,physical-web-core,Açıklama yok,0,0,1,Lisans yok
1492,1492,flooefi,Açıklama yok,0,0,6,Lisans yok
1493,1493,stress_transfer,Açıklama yok,Python,3,3,Lisans yok
1494,1494,serialization.dart,A serialization library for Dart.,Dart,29,10,BSD-3-Clause
1495,1495,templatekit,Açıklama yok,Objective-C,17,6,Apache-2.0
